Count,seller_loan_no,Asset Type,submit_date,original_balance,purchase_price,Current Balance,APR,term,Property City,Property State,Monthly Payment,Monthly Payment Date,state,fico,loan_program,Total Dealer $,Mkt Fee ($),Stamp fee,SFC Net Margin $,lender_price_pct,Adv. Rate,Dealer Fee,Mkt Fee (%),DTI,DPD,PTI,Income,application_type,platform,unnamed_1,TU_144,Loan Product Variables,loan program,loan_term,Avg Loan Size $'s,coupon,cdr_promo,constant_cpr,servicing_cost,late_percent,recovery_percent,promo_term,Promo Period Prepayment,modeled_purchase_price,SFC Loan Margin,SFC Purchase Price,Merchant Discount,cdr,yield,weight,weight(old),weight(worst case),Purchase Price(Worst Case),tagging,cpr,platform,type,proposed_cdr_promo,proposed_cdr,proposed_cpr,proposed_promo_cpr_percent,irr_support,new_programs,proposed_cdr_promo_old,proposed_cdr_old,constant_cpr_old,cdr_promo_old,cdr_old,cpr_old,loan_type
712,SFC_6193202,HVAC EQUIPMENT,2025-09-01,10651.45,9426.53,10651.45,15.99,60,KISSIMMEE,FL,258.97,2025-10-16,FL,744,Unsec Std - EPNI 60 Monotes,9340.32,0,37.45,48.76,88.5,88,12,0,0.2828,0,2.59,120000,HD NOTE,prime,,,,Unsec Std - EPNI 60 Monotes,60.0,,0.0,0.0,0.139,0.0165,2e-05,0.15,60.0,,0.885,,,,0.010313210857813173,0.0535676402136982,,,,,PRIME,0,prime,epni,0.0,0.013407174115157124,0.15985,1.0,0.0115,True,0.0,0.013407174115157124,0.139,0.0,0.010313210857813173,0,standard
712,SFC_6193202,HVAC EQUIPMENT,2025-09-01,10651.45,9426.53,10651.45,15.99,60,KISSIMMEE,FL,258.97,2025-10-16,FL,744,Unsec Std - EPNI 60 Monotes,9340.32,0,37.45,48.76,88.5,88,12,0,0.2828,0,2.59,120000,HD NOTE,prime,,,,Unsec Std - EPNI 60 Monotes,60.0,,0.0,0.0,0.139,0.02,2e-05,0.15,60.0,,0.8775,,,,0.015293939643738309,0.053756466862924235,,,,,SFY,0,sfy,epni,0.0,0.019882121536859802,0.15985,1.0,0.0125,True,0.0,0.019882121536859802,0.139,0.0,0.015293939643738309,0,standard
713,SFC_6192006,HVAC EQUIPMENT,2025-08-30,10600.0,10250.2,10600,23.99,60,FRESNO,CA,304.88,2025-10-16,CA,709,18 Mth WPDI,10017,53,0,180.2,96.7,94.5,5.5,0.005,0.2694,0,1.56,234000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
713,SFC_6192006,HVAC EQUIPMENT,2025-08-30,10600.0,10250.2,10600,23.99,60,FRESNO,CA,304.88,2025-10-16,CA,709,18 Mth WPDI,10017,53,0,180.2,96.7,94.5,5.5,0.005,0.2694,0,1.56,234000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
714,SFC_6110965,POWER GENERATORS,2025-08-06,10558.0,10755.43,10558,12.99,48,FREEBURN,KY,283.19,2025-10-16,KY,754,Unsec Std - 1299,10558,0,0,197.43,101.87,100,0,0,0.0669,0,6.69,50784,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
715,SFC_6212797,HVAC-PLUMBING EQUIPMENT,2025-09-07,10536.75,9693.81,10536.75,15.99,60,MIAMI,FL,256.18,2025-10-16,FL,705,Unsec Std - EPNI 36 Monotes,9555,0,36.75,102.06,92.0,91,9,0,0.2237,0,6.1,57600,HD NOTE,prime,,,,Unsec Std - EPNI 36 Monotes,36.0,,0.0,0.0,0.214,0.0165,2e-05,0.15,36.0,,0.92,,,,0.011061839012006662,0.05925589123615005,,,,,PRIME,0,prime,epni,0.0,0.01438039071560866,0.24609999999999999,1.0,0.0115,True,0.0,0.01438039071560866,0.214,0.0,0.011061839012006662,0,standard
715,SFC_6212797,HVAC-PLUMBING EQUIPMENT,2025-09-07,10536.75,9693.81,10536.75,15.99,60,MIAMI,FL,256.18,2025-10-16,FL,705,Unsec Std - EPNI 36 Monotes,9555,0,36.75,102.06,92.0,91,9,0,0.2237,0,6.1,57600,HD NOTE,prime,,,,Unsec Std - EPNI 36 Monotes,36.0,,0.0,0.0,0.214,0.02,2e-05,0.15,36.0,,0.9125,,,,0.012745879517815056,0.06469488957897784,,,,,SFY,0,sfy,epni,0.0,0.016569643373159575,0.24609999999999999,1.0,0.0125,True,0.0,0.016569643373159575,0.214,0.0,0.012745879517815056,0,standard
716,SFC_5805442,FENCING,2025-05-09,10530.0,10345.73,10530,9.49,120,TRENTON,NJ,136.2,2025-10-16,NJ,698,Unsec Std - 949 - 120notes,10135.13,0,0,210.6,98.25,96.25,3.75,0,0.1092,0,0.74,219999.96,HD NOTE,prime,,,,Unsec Std - 949 - 120notes,120.0,,949.0,0.0,0.12,0.0165,2e-05,0.15,0.0,,0.9825,,,,0.028,0.07586539897224132,,,,,PRIME,0,prime,standard,0.0,0.0364,0.13799999999999998,1.0,0.0115,True,0.0,0.0364,0.12,0.0,0.028,0,standard
716,SFC_5805442,FENCING,2025-05-09,10530.0,10345.73,10530,9.49,120,TRENTON,NJ,136.2,2025-10-16,NJ,698,Unsec Std - 949 - 120notes,10135.13,0,0,210.6,98.25,96.25,3.75,0,0.1092,0,0.74,219999.96,HD NOTE,prime,,,,Unsec Std - 949 - 120notes,120.0,,949.0,0.0,0.12,0.02,2e-05,0.15,0.0,,0.975,,,,0.032,0.07487519420835298,,,,,SFY,0,sfy,standard,0.0,0.041600000000000005,0.13799999999999998,1.0,0.0125,True,0.0,0.041600000000000005,0.12,0.0,0.032,0,standard
717,SFC_6189665,HVAC EQUIPMENT,2025-08-29,10516.0,10697.93,10516,12.9,120,ATHENS,AL,156.4,2025-10-16,AL,713,Unsec Std - 1290 - 120,10253.1,68.35,0,376.48,101.73,97.5,2.5,0.0065,0.3494,0,1.16,162000,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
717,SFC_6189665,HVAC EQUIPMENT,2025-08-29,10516.0,10697.93,10516,12.9,120,ATHENS,AL,156.4,2025-10-16,AL,713,Unsec Std - 1290 - 120,10253.1,68.35,0,376.48,101.73,97.5,2.5,0.0065,0.3494,0,1.16,162000,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
718,SFC_6191540,HVAC EQUIPMENT,2025-08-30,10505.0,10686.74,10505,12.9,120,CHICAGO,IL,156.23,2025-10-16,IL,705,Unsec Std - 1290 - 120,10505,68.28,0,113.46,101.73,100,0,0.0065,0.2212,0,1.73,108000,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
718,SFC_6191540,HVAC EQUIPMENT,2025-08-30,10505.0,10686.74,10505,12.9,120,CHICAGO,IL,156.23,2025-10-16,IL,705,Unsec Std - 1290 - 120,10505,68.28,0,113.46,101.73,100,0,0.0065,0.2212,0,1.73,108000,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
719,SFC_5675526,ROOFING MATERIAL,2025-04-01,10500.0,10654.35,10500,10.9,120,WOLCOTT,CT,144.04,2025-10-16,CT,767,Unsec Std - 1090 - 120,10500,0,0,154.35,101.47,100,0,0,0.1973,0,1.64,105600,RESIDENTIAL,prime,,,1090 - 120,Unsec Std - 1090 - 120,120.0,10000.0,1090.0,0.0,0.1695951850114601,0.02,2e-05,0.35,0.0,,1.0072,0.012499999999999956,0.9947,0.005299999999999971,0.0166,0.0743568173514495,0.00845,0.01718832812703956,0.0,0.0,PRIME,0,prime,standard,0.0,0.0203675,0.18,1.0,0.0125,,,,,,,,standard
720,SFC_6167859,HVAC EQUIPMENT,2025-08-22,10500.0,10681.65,10500,12.9,120,CLEVELAND,OH,156.16,2025-10-16,OH,728,Unsec Std - 1290 - 120,10500,0,0,181.65,101.73,100,0,0,0.3767,0,2.68,69996,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
720,SFC_6167859,HVAC EQUIPMENT,2025-08-22,10500.0,10681.65,10500,12.9,120,CLEVELAND,OH,156.16,2025-10-16,OH,728,Unsec Std - 1290 - 120,10500,0,0,181.65,101.73,100,0,0,0.3767,0,2.68,69996,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
721,SFC_6120412,DECK,2025-08-08,10490.9,9826.83,10490.9,23.99,60,VIRGINIA BEACH,VA,301.74,2025-10-16,VA,742,24 Mth WPDI,9677.86,0,0,148.97,93.67,92.25,7.75,0,0.4327,0,2.37,152400,RESIDENTIAL,prime,,,WP24,24 Mth WPDI,59.0,10000.0,2136.0,0.0291,0.1948,0.02,2e-05,0.35,24.0,0.8113887652096501,0.9291999999999999,0.012499999999999956,0.9167,0.08330000000000004,0.0123,0.10321129859987899,0.0013,0.0036548922195523523,0.0,0.0,PRIME,0.0538802514747746;0.0450107112074825;0.0290435059631223;0.0269110688933608;0.0329133419615629;0.03778226424726;0.0232883570793076;0.0303450750062364;0.0278511944142547;0.0204041596515225;0.0287588205249249;0.024276493719799;0.0203752870880823;0.0263855276501278;0.0264984370739482;0.0311667302716944;0.0266788484511471;0.0229199465675228;0.0239449730692468;0.0281456717931416;0.0348539461672305;0.049331336098592;0.0713419744929187;0.0692808423423899,prime,wpdi,0.0288372800918244,0.0225,0.2,1.0,0.0125,,,,,,,,unknown
722,SFC_6182638,HVAC EQUIPMENT,2025-08-27,10400.0,10056.8,10400,23.99,60,DEL MAR,CA,299.13,2025-10-16,CA,737,18 Mth WPDI,9880,62.4,0,114.4,96.7,95,5,0.006,0.3479,0,1.99,180000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
722,SFC_6182638,HVAC EQUIPMENT,2025-08-27,10400.0,10056.8,10400,23.99,60,DEL MAR,CA,299.13,2025-10-16,CA,737,18 Mth WPDI,9880,62.4,0,114.4,96.7,95,5,0.006,0.3479,0,1.99,180000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
723,SFC_6161257,PLUMBING EQUIPMENT,2025-08-21,10363.01,10406.53,10363.01,12.9,180,BURLESON,TX,130.44,2025-10-16,TX,711,Unsec Std - 1290 - 180,10155.75,0,0,250.78,100.42,98,2,0,0.4891,0,2,78000,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
724,SFC_6185737,HVAC EQUIPMENT,2025-08-28,10316.0,9975.57,10316,17.99,60,ALLEN,TX,261.9,2025-10-16,TX,723,18 Mth WPDI,9800.2,15.47,0,159.9,96.7,95,5,0.0015,0.2934,0,0.47,669996,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
724,SFC_6185737,HVAC EQUIPMENT,2025-08-28,10316.0,9975.57,10316,17.99,60,ALLEN,TX,261.9,2025-10-16,TX,723,18 Mth WPDI,9800.2,15.47,0,159.9,96.7,95,5,0.0015,0.2934,0,0.47,669996,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
725,SFC_6099237,WINDOWS/DOORS,2025-08-01,10300.0,10343.26,10300,12.9,180,MOBILE,AL,129.64,2025-10-16,AL,723,Unsec Std - 1290 - 180,10300,0,0,43.26,100.42,100,0,0,0.2053,0,1.21,129000,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
726,SFC_6160259,ROOFING MATERIAL,2025-08-20,10294.9,9921.2,10294.9,12.14,123,SUMMERVILLE,SC,153.11,2026-01-16,SC,697,Unsec Std - 1290 - 123,9831.63,41.18,0,48.39,96.37,95.5,4.5,0.004,0.2278,0,0.82,222000,RESIDENTIAL,prime,,,NINP4348,Unsec Std - 1290 - 123,123.0,10000.0,1290.0,0.0333,0.1358,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9561999999999999,0.012499999999999956,0.9437,0.05630000000000002,0.0333,0.08969832498770458,0.0036,0.0041089335844281425,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.0449,0.0575,0.15,1.0,0.0125,,,,,,,,standard
726,SFC_6160259,ROOFING MATERIAL,2025-08-20,10294.9,9921.2,10294.9,12.14,123,SUMMERVILLE,SC,153.11,2026-01-16,SC,697,Unsec Std - 1290 - 123,9831.63,41.18,0,48.39,96.37,95.5,4.5,0.004,0.2278,0,0.82,222000,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 123,123.0,10000.0,1290.0,0.031219388962685155,0.316,0.02,2e-05,0.35,3.0,,0.9538,0.012499999999999956,0.9413,,0.031219388962685155,0.09556529235883904,0.0,0.0,0.0,0.0,SFY,0.043671159274204605;0.05118112347006197;0.06137114456670246,sfy,hybrid,0.039,0.039,0.25,1.0,0.0125,,,,,,,,standard
727,SFC_6172674,HVAC-PLUMBING EQUIPMENT,2025-08-25,10289.0,9949.46,10289,23.99,60,DES PLAINES,IL,295.93,2025-10-16,IL,716,18 Mth WPDI,9723.11,51.45,0,174.9,96.7,94.5,5.5,0.005,0.3737,0,3.69,96000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
727,SFC_6172674,HVAC-PLUMBING EQUIPMENT,2025-08-25,10289.0,9949.46,10289,23.99,60,DES PLAINES,IL,295.93,2025-10-16,IL,716,18 Mth WPDI,9723.11,51.45,0,174.9,96.7,94.5,5.5,0.005,0.3737,0,3.69,96000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
728,SFC_6123763,FOUNDATION MATERIAL/CONSTRUCTION,2025-08-09,10160.77,9839.69,10160.77,11.9,60,RUCKERSVILLE,VA,225.51,2025-10-16,VA,708,Unsec Std - 1190 - 60,9601.93,0,0,237.76,96.84,94.5,5.5,0,0.4838,0,4.9,55200,RESIDENTIAL,prime,,,1190 - 60,Unsec Std - 1190 - 60,60.0,10000.0,1190.0,0.0,0.143,0.02,2e-05,0.35,0.0,,0.9609,0.012499999999999956,0.9484,0.05159999999999998,0.019,0.10659977466513748,0.0001,0.0009531739858097357,0.0,0.0,PRIME,0,prime,standard,0.0,0.0325,0.15,1.0,0.0125,,,,,,,,standard
729,SFC_6066292,WINDOWS,2025-07-24,10137.0,9224.67,10137,17.95,84,RAMSEUR,NC,212.76,2027-04-16,NC,690,NINP - 18 Mo - 2395,9021.93,0,0,202.74,91.0,89,11,0,0.2596,0,4.44,57499.92,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninp
730,SFC_6188041,HVAC EQUIPMENT,2025-08-29,10129.0,10304.23,10129,12.9,120,BALLWIN,MO,150.64,2025-10-16,MO,723,Unsec Std - 1290 - 120,10129,15.19,0,160.04,101.73,100,0,0.0015,0.0612,0,2.96,61200,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
730,SFC_6188041,HVAC EQUIPMENT,2025-08-29,10129.0,10304.23,10129,12.9,120,BALLWIN,MO,150.64,2025-10-16,MO,723,Unsec Std - 1290 - 120,10129,15.19,0,160.04,101.73,100,0,0.0015,0.0612,0,2.96,61200,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
731,SFC_6180873,HVAC-PLUMBING EQUIPMENT,2025-08-27,10100.0,10024.25,10100,10.99,186,NOTTINGHAM,MD,121.15,2026-04-16,MD,762,Unsec Std - 1199 / 186notes,9822.25,0,0,202,99.25,97.25,2.75,0,0.4517,0,2.64,54996,HD NOTE,prime,,,,Unsec Std - 1199 / 186notes,186.0,,1199.0,0.00853632,0.23,0.0165,2e-05,0.15,6.0,,0.9925,,,,0.00853632,0.08918627365055176,,,,,PRIME,0.0489849142849816;0.0428030164624041;0.0419287220074737;0.0555459909257746;0.0882837424238861;0.116654180496246,prime,hybrid,0.011097216,0.011097216,0.2645,1.0,0.0115,True,0.011097216,0.011097216,0.23,0.00853632,0.00853632,0.0489849142849816;0.0428030164624041;0.0419287220074737;0.0555459909257746;0.0882837424238861;0.116654180496246,standard
731,SFC_6180873,HVAC-PLUMBING EQUIPMENT,2025-08-27,10100.0,10024.25,10100,10.99,186,NOTTINGHAM,MD,121.15,2026-04-16,MD,762,Unsec Std - 1199 / 186notes,9822.25,0,0,202,99.25,97.25,2.75,0,0.4517,0,2.64,54996,HD NOTE,prime,,,,Unsec Std - 1199 / 186notes,186.0,,1199.0,0.0171288,0.23,0.02,2e-05,0.15,6.0,,0.985,,,,0.0171288,0.08526329984868664,,,,,SFY,0.0489849142849816;0.0428030164624041;0.0419287220074737;0.0555459909257746;0.0882837424238861;0.116654180496246,sfy,hybrid,0.02226744,0.02226744,0.2645,1.0,0.0125,True,0.02226744,0.02226744,0.23,0.0171288,0.0171288,0.0489849142849816;0.0428030164624041;0.0419287220074737;0.0555459909257746;0.0882837424238861;0.116654180496246,standard
732,SFC_6180003,HVAC EQUIPMENT,2025-08-27,10090.0,9757.03,10090,23.99,60,EAST QUOGUE,NY,290.21,2025-10-16,NY,756,18 Mth WPDI,9424.06,50.45,0,282.52,96.7,93.4,6.6,0.005,0.0962,0,4.84,72000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
732,SFC_6180003,HVAC EQUIPMENT,2025-08-27,10090.0,9757.03,10090,23.99,60,EAST QUOGUE,NY,290.21,2025-10-16,NY,756,18 Mth WPDI,9424.06,50.45,0,282.52,96.7,93.4,6.6,0.005,0.0962,0,4.84,72000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
733,SFC_6191160,HVAC-PLUMBING EQUIPMENT,2025-08-30,10049.06,9717.44,10049.06,23.99,60,KANSAS CITY,KS,289.03,2025-10-16,KS,761,18 Mth WPDI,9375.77,65.32,0,276.35,96.7,93.3,6.7,0.0065,0.3231,0,3.3,105000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
